DateTime,Name,Country,Volatility,Actual,Previous,Consensus
03/07/2016 16:30:00,6-Month Bill Auction,United States,1,0.475,0.480,
03/07/2016 18:00:00,FOMC Member Brainard Speech,United States,1,,,
03/07/2016 18:00:00,Fed's Stanley Fischer speech,United States,2,,,
03/08/2016 06:45:00,Unemployment Rate s.a (MoM),Switzerland,3,3.400,3.400,
03/08/2016 09:15:00,BOE's Governor Carney speech,United Kingdom,3,,,
03/08/2016 11:00:00,EcoFin Meeting,European Monetary Union,2,,,
03/08/2016 16:30:00,4-Week Bill Auction,United States,1,0.275,0.295,
03/08/2016 17:00:00,MPC Member Weale Speech,United Kingdom,1,,,
03/08/2016 18:00:00,3-Year Note Auction,United States,1,1.039,0.844,
03/09/2016 18:00:00,10-Year Note Auction,United States,2,1.895,1.730,
"03/09/2016 20:00:00,""Monetary Policy Statement "",New Zealand,3,,,"
03/09/2016 20:00:00,RBNZ Press Conference,New Zealand,3,,,
03/09/2016 23:10:00,RBNZ Governor Wheeler Speech,New Zealand,2,,,
03/10/2016 06:30:00,Nonfarm Payrolls (QoQ),France,1,0.200,0.200,
03/10/2016 12:45:00,ECB deposit rate decision,European Monetary Union,3,-0.400,-0.300,-0.400
03/10/2016 13:30:00,Initial Jobless Claims,United States,2,259.000,278.000,275.000
03/10/2016 13:30:00,Continuing Jobless Claims,United States,1,2.225,2.257,2.255
03/10/2016 13:30:00,ECB Monetary policy statement and press conference,European Monetary Union,3,,,
03/10/2016 18:00:00,30-Year Bond Auction,United States,1,2.720,2.500,
"03/13/2016 02:00:00,""Daylight Saving Time "",United States,0,,,"
03/14/2016 15:30:00,3-Month Bill Auction,United States,1,0.335,0.315,
03/14/2016 15:30:00,6-Month Bill Auction,United States,1,0.510,0.475,
03/14/2016 19:00:00,RBNZ Governor Wheeler Speech,New Zealand,2,,,
03/15/2016 10:00:00,Employment Change (QoQ),European Monetary Union,1,0.300,0.300,0.200
03/15/2016 10:00:00,Employment Change (YoY),European Monetary Union,1,1.200,1.100,
03/15/2016 14:43:09,GDT Price Index,New Zealand,1,-2.900,1.400,
03/15/2016 15:30:00,4-Week Bill Auction,United States,1,0.280,0.275,
03/16/2016 08:00:00,Non-monetary policy's ECB meeting,European Monetary Union,3,,,
03/16/2016 09:30:00,Claimant Count Rate,United Kingdom,1,2.100,2.200,
03/16/2016 09:30:00,Average Earnings excluding Bonus (3Mo/Yr),United Kingdom,1,2.200,2.000,2.100
03/16/2016 09:30:00,Average Earnings including Bonus (3Mo/Yr),United Kingdom,1,2.100,1.900,2.000
03/16/2016 09:30:00,Claimant Count Change,United Kingdom,1,-18.000,-14.800,-9.100
03/16/2016 09:30:00,ILO Unemployment Rate (3M),United Kingdom,1,5.100,5.100,5.100
03/16/2016 10:58:16,10-y Bond Auction,Germany,2,0.300,0.260,
03/16/2016 12:30:00,Budget Report,United Kingdom,2,,,
03/16/2016 18:00:00,FOMC Economic Projections,United States,3,,,
03/16/2016 18:30:00,Fed's Monetary Policy Statement and press conference,United States,3,,,
03/17/2016 12:00:00,BoE Asset Purchase Facility,United Kingdom,3,375.000,375.000,375.000
03/17/2016 12:00:00,Monetary Policy Summary,United Kingdom,2,,,
03/17/2016 12:00:00,BOE MPC Vote Cut,United Kingdom,3,0.000,0.000,0.000
03/17/2016 12:00:00,BOE MPC Vote Hike,United Kingdom,3,0.000,0.000,0.000
03/17/2016 12:00:00,Bank of England Minutes,United Kingdom,3,,,
03/17/2016 12:00:00,BOE MPC Vote Unchanged,United Kingdom,3,9.000,9.000,9.000
03/17/2016 12:30:00,Continuing Jobless Claims,United States,1,2.235,2.225,2.228
03/17/2016 12:30:00,Initial Jobless Claims,United States,2,265.000,259.000,268.000
03/17/2016 14:00:00,JOLTS Job Openings,United States,1,5.541,5.600,5.500
03/18/2016 10:00:00,Labour cost,European Monetary Union,2,1.300,1.100,
03/18/2016 12:00:00,BoE Quarterly Bulletin,United Kingdom,1,,,
03/18/2016 13:00:00,Fed's William Dudley speech,United States,1,,,
03/18/2016 15:00:00,Federal Reserve Bank of Boston President Rosengren Speech,United States,1,,,
03/18/2016 18:00:00,Fed's Bullard speech,United States,1,,,
03/21/2016 11:00:00,German Buba Monthly Report,Germany,1,,,
03/21/2016 15:30:00,3-Month Bill Auction,United States,1,0.300,0.335,
03/21/2016 15:30:00,6-Month Bill Auction,United States,1,0.440,0.510,
03/21/2016 16:40:00,Fed's Lockhart speech,United States,1,,,
03/22/2016 15:30:00,4-Week Bill Auction,United States,1,0.270,0.280,
03/22/2016 17:30:00,Fed's Evans Speech,United States,1,,,
03/23/2016 11:06:47,30-y Bond Auction,Germany,1,0.940,0.770,
03/23/2016 14:00:00,SNB Quarterly Bulletin,Switzerland,2,,,
03/24/2016 09:00:00,Economic Bulletin,European Monetary Union,2,,,
03/24/2016 10:56:59,Targeted LTRO,European Monetary Union,3,7.300,18.300,24.300
03/24/2016 12:15:00,Fed's Bullard speech,United States,1,,,
03/24/2016 12:30:00,Initial Jobless Claims,United States,2,265.000,265.000,268.000
03/24/2016 12:30:00,Continuing Jobless Claims,United States,1,2.179,2.235,2.230
03/27/2016 03:00:00,Daylight Saving Time,United Kingdom,0,,,
"03/27/2016 03:00:00,""Daylight Saving Time "",Switzerland,0,,,"
03/27/2016 03:00:00,Daylight Saving Time,European Monetary Union,0,,,
03/27/2016 19:00:00,BOE's Governor Carney speech,United Kingdom,3,,,
03/28/2016 15:30:00,3-Month Bill Auction,United States,1,0.300,0.300,
03/28/2016 15:30:00,6-Month Bill Auction,United States,1,0.475,0.440,
03/29/2016 09:15:00,FOMC Member Williams speech,United States,1,,,
03/29/2016 15:30:00,52-Week Bill auction,United States,1,0.660,0.660,
03/29/2016 15:30:00,4-Week Bill Auction,United States,1,0.200,0.270,
03/29/2016 16:20:00,Fed's Yellen Speech,United States,2,,,
03/29/2016 17:00:00,5-Year Note Auction,United States,1,1.335,1.169,
03/29/2016 17:00:00,2-Year Note Auction,United States,1,0.752,0.752,
03/30/2016 09:39:30,5-y Bond Auction,Italy,1,0.340,0.440,
03/30/2016 09:39:34,10-y Bond Auction,Italy,1,1.240,1.500,
03/30/2016 12:15:00,ADP Employment Change,United States,2,200.000,214.000,194.000
03/30/2016 17:00:00,Fed's Evans Speech,United States,1,,,
03/30/2016 17:00:00,7-Year Note Auction,United States,1,1.606,1.568,
03/31/2016 07:00:00,BOE's Governor Carney speech,United Kingdom,3,,,
03/31/2016 07:55:00,Unemployment Rate s.a.,Germany,3,6.200,6.200,6.200
03/31/2016 07:55:00,Unemployment Change,Germany,3,0.000,-10.000,-7.000
03/31/2016 11:30:00,Challenger Job Cuts (YoY),United States,1,48.207,61.599,
03/31/2016 12:30:00,Initial Jobless Claims,United States,2,276.000,265.000,265.000
03/31/2016 12:30:00,Continuing Jobless Claims,United States,1,2.173,2.179,2.205
03/31/2016 21:00:00,Fed's William Dudley speech,United States,1,,,
04/01/2016 08:00:00,Unemployment,Italy,2,11.700,11.500,
04/01/2016 12:30:00,Nonfarm Payrolls,United States,3,215.000,242.000,205.000
04/01/2016 12:30:00,Average Hourly Earnings (YoY),United States,1,2.300,2.200,
04/01/2016 12:30:00,Labor Force Participation Rate,United States,2,63.000,62.900,
04/01/2016 12:30:00,Average Hourly Earnings (MoM),United States,1,0.300,-0.100,0.200
04/01/2016 12:30:00,Average Weekly Hours,United States,2,34.400,34.400,34.500
04/01/2016 12:30:00,Unemployment Rate,United States,3,5.000,4.900,4.900
04/04/2016 09:00:00,Unemployment Rate,European Monetary Union,2,10.300,10.300,10.300
04/04/2016 14:00:00,Labor Market Conditions Index,United States,2,-2.100,-2.400,
04/04/2016 15:30:00,3-Month Bill Auction,United States,1,0.235,0.300,
04/04/2016 15:30:00,6-Month Bill Auction,United States,1,0.385,0.475,
04/05/2016 14:00:00,JOLTS Job Openings,United States,1,5.445,5.541,5.570
04/05/2016 14:52:18,GDT Price Index,New Zealand,1,2.100,-2.900,
04/05/2016 15:30:00,4-Week Bill Auction,United States,1,0.185,0.200,
04/06/2016 07:00:00,Non-monetary policy's ECB meeting,European Monetary Union,3,,,
04/06/2016 16:20:00,FOMC Member Mester speech,United States,1,,,
04/06/2016 18:00:00,FOMC Minutes,United States,3,,,
04/06/2016 22:30:00,Fed's Bullard speech,United States,1,,,
04/07/2016 07:00:00,Foreign Currency Reserves,Switzerland,1,576.000,571.000,
04/07/2016 08:00:00,ECB's Praet Speech,European Monetary Union,2,,,
04/07/2016 10:00:00,10-y Bond Auction,United Kingdom,1,1.510,1.590,
04/07/2016 10:52:25,10-y Bond Auction,France,1,0.430,0.630,
04/07/2016 11:30:00,ECB Monetary Policy Meeting Accounts,European Monetary Union,3,,,
04/07/2016 12:30:00,Continuing Jobless Claims,United States,2,2.191,2.173,2.173
04/07/2016 12:30:00,Initial Jobless Claims,United States,2,267.000,276.000,270.000
04/07/2016 13:00:00,ECB President Draghi's Speech,European Monetary Union,3,,,
04/07/2016 21:30:00,Fed's Yellen Speech,United States,2,,,
04/08/2016 00:15:00,Fed's George Speech,United States,1,,,
04/08/2016 05:45:00,Unemployment Rate s.a (MoM),Switzerland,3,3.500,3.400,
04/08/2016 12:30:00,Fed's William Dudley speech,United States,1,,,
04/11/2016 12:30:00,Treasury Sec Lew Speech,United States,2,,,
04/11/2016 13:25:00,Fed's William Dudley speech,United States,1,,,
04/11/2016 13:30:00,Fed announcement,United States,3,,,
04/11/2016 15:30:00,3-Month Bill Auction,United States,1,0.230,0.235,
04/11/2016 15:30:00,6-Month Bill Auction,United States,1,0.350,0.385,
04/12/2016 15:00:00,FOMC Member Harker Speech,United States,2,,,
04/12/2016 15:30:00,4-Week Bill Auction,United States,1,0.200,0.185,
04/12/2016 17:00:00,3-Year Note Auction,United States,1,0.890,1.039,
04/12/2016 19:00:00,FOMC Member Williams speech,United States,1,,,
04/12/2016 22:00:00,Fed's Lacker speech,United States,1,,,
04/13/2016 08:30:00,BOE Credit Conditions Survey,United Kingdom,1,,,
04/13/2016 10:06:30,30-y Bond Auction,United Kingdom,1,2.350,2.210,
04/13/2016 17:00:00,10-Year Note Auction,United States,2,1.765,1.895,
04/13/2016 18:00:00,Fed's Beige Book,United States,2,,,
04/14/2016 11:00:00,BoE Asset Purchase Facility,United Kingdom,3,375.000,375.000,
04/14/2016 11:00:00,Monetary Policy Summary,United Kingdom,2,,,
04/14/2016 11:00:00,BOE MPC Vote Cut,United Kingdom,3,0.000,0.000,0.000
04/14/2016 11:00:00,Bank of England Minutes,United Kingdom,3,,,
04/14/2016 11:00:00,BOE MPC Vote Hike,United Kingdom,3,0.000,0.000,0.000
04/14/2016 11:00:00,BOE MPC Vote Unchanged,United Kingdom,3,9.000,9.000,9.000
04/14/2016 12:30:00,Continuing Jobless Claims,United States,2,2.171,2.191,2.183
04/14/2016 12:30:00,Initial Jobless Claims,United States,2,253.000,267.000,270.000
04/14/2016 14:00:00,Fed's Lockhart speech,United States,1,,,
04/14/2016 14:00:00,FOMC Member Powell Speech,United States,1,,,
04/14/2016 17:00:00,30-Year Bond Auction,United States,1,2.596,2.720,
04/15/2016 00:00:00,IMF Meeting,European Monetary Union,2,,,
04/15/2016 12:00:00,G20 Meeting,European Monetary Union,2,,,
04/15/2016 16:30:00,Fed's Evans Speech,United States,1,,,
04/16/2016 00:00:00,IMF Meeting,European Monetary Union,2,,,
04/17/2016 00:00:00,IMF Meeting,European Monetary Union,2,,,
04/18/2016 10:00:00,German Buba Monthly Report,Germany,1,,,
04/18/2016 12:30:00,Fed's William Dudley speech,United States,1,,,
04/18/2016 15:30:00,3-Month Bill Auction,United States,1,0.220,0.230,
04/18/2016 15:30:00,6-Month Bill Auction,United States,1,0.350,0.350,
04/18/2016 23:00:00,Federal Reserve Bank of Boston President Rosengren Speech,United States,1,,,
04/19/2016 14:35:00,BOE's Governor Carney speech,United Kingdom,3,,,
04/19/2016 14:52:12,GDT Price Index,New Zealand,1,3.800,2.100,
04/19/2016 15:30:00,4-Week Bill Auction,United States,1,0.175,0.200,
04/20/2016 08:30:00,Claimant Count Rate,United Kingdom,1,2.100,2.100,
04/20/2016 08:30:00,Average Earnings including Bonus (3Mo/Yr),United Kingdom,1,1.800,2.100,2.300
04/20/2016 08:30:00,Average Earnings excluding Bonus (3Mo/Yr),United Kingdom,1,2.200,2.200,2.200
04/20/2016 08:30:00,ILO Unemployment Rate (3M),United Kingdom,1,5.100,5.100,5.100
04/20/2016 08:30:00,Claimant Count Change,United Kingdom,1,6.700,-18.000,-10.000
04/20/2016 10:00:00,ECB President Draghi's Speech,European Monetary Union,3,,,
04/20/2016 10:03:49,10-y Bond Auction,Germany,2,0.150,0.300,
04/21/2016 11:45:00,ECB deposit rate decision,European Monetary Union,2,-0.400,-0.400,-0.400
04/21/2016 12:30:00,Initial Jobless Claims,United States,2,247.000,253.000,263.000
04/21/2016 12:30:00,Continuing Jobless Claims,United States,2,2.137,2.171,2.171
04/21/2016 12:30:00,ECB Monetary policy statement and press conference,European Monetary Union,3,,,
04/21/2016 14:00:00,BOE's Governor Carney speech,United Kingdom,3,,,
04/22/2016 00:00:00,EcoFin Meeting,European Monetary Union,2,,,
04/22/2016 12:00:00,Eurogroup meeting,European Monetary Union,2,,,
04/22/2016 12:00:00,EcoFin Meeting,European Monetary Union,2,,,
04/25/2016 15:30:00,3-Month Bill Auction,United States,1,0.250,0.220,
04/25/2016 15:30:00,6-Month Bill Auction,United States,1,0.400,0.350,
04/25/2016 17:00:00,2-Year Note Auction,United States,1,0.842,0.752,
04/26/2016 15:30:00,52-Week Bill auction,United States,1,0.605,0.660,
04/26/2016 15:30:00,4-Week Bill Auction,United States,1,0.190,0.175,
04/26/2016 17:00:00,5-Year Note Auction,United States,1,1.410,1.335,
04/26/2016 17:00:00,MPC Member Cunliffe Speech,United Kingdom,1,,,
04/27/2016 11:02:18,30-y Bond Auction,Germany,1,1.030,0.940,
04/27/2016 18:00:00,Fed's Monetary Policy Statement,United States,3,,,
"04/27/2016 21:00:00,""Monetary Policy Statement "",New Zealand,3,,,"
04/28/2016 07:55:00,Unemployment Change,Germany,2,-16.000,0.000,0.000
04/28/2016 07:55:00,Unemployment Rate s.a.,Germany,2,6.200,6.200,6.200
04/28/2016 10:50:54,5-y Bond Auction,Italy,1,0.490,0.340,
04/28/2016 10:50:57,10-y Bond Auction,Italy,1,1.510,1.240,
04/28/2016 12:30:00,Continuing Jobless Claims,United States,2,2.130,2.137,
04/28/2016 12:30:00,Initial Jobless Claims,United States,2,257.000,247.000,252.000
04/28/2016 17:00:00,7-Year Note Auction,United States,1,1.634,1.606,
04/29/2016 08:00:00,Unemployment,Italy,2,11.400,11.700,
04/29/2016 08:00:00,SNB Chairman Jordan Speech,Switzerland,2,,,
04/29/2016 09:00:00,Unemployment Rate,European Monetary Union,2,10.200,10.300,10.300
04/29/2016 12:00:00,MPC Member Cunliffe Speech,United Kingdom,1,,,
04/29/2016 12:30:00,Employment cost index,United States,1,0.600,0.600,0.600
05/01/2016 23:15:00,Fed's William Dudley speech,United States,1,,,
05/02/2016 09:30:00,German Buba President Weidmann speech,Germany,2,,,
05/02/2016 12:50:00,Fed's Lockhart speech,United States,1,,,
05/02/2016 14:00:00,ECB President Draghi's Speech,European Monetary Union,3,,,
05/02/2016 15:30:00,3-Month Bill Auction,United States,1,0.220,0.250,
05/02/2016 15:30:00,6-Month Bill Auction,United States,1,0.395,0.400,
05/02/2016 16:30:00,SNB Chairman Jordan Speech,Switzerland,2,,,
05/02/2016 19:00:00,Loan Officer Survey,United States,1,,,
05/02/2016 21:30:00,FOMC Member Williams speech,United States,1,,,
05/03/2016 14:29:22,GDT Price Index,New Zealand,1,-1.400,3.800,
05/03/2016 14:30:00,FOMC Member Mester speech,United States,1,,,
05/03/2016 15:30:00,4-Week Bill Auction,United States,1,0.170,0.190,
05/03/2016 22:45:00,Participation Rate,New Zealand,2,69.000,68.400,68.600
05/03/2016 22:45:00,Unemployment Rate,New Zealand,2,5.700,5.300,5.500
05/03/2016 22:45:00,Employment Change,New Zealand,2,1.200,0.900,0.700
05/03/2016 22:45:00,Labour cost index (YoY),New Zealand,1,1.800,1.600,1.600
05/03/2016 22:45:00,Labour cost index (QoQ),New Zealand,1,0.400,0.400,0.300
05/03/2016 23:00:00,Fed's Lockhart speech,United States,1,,,
05/04/2016 07:00:00,Non-monetary policy's ECB meeting,European Monetary Union,3,,,
05/04/2016 09:00:00,10-y Bond Auction,France,1,0.570,0.430,
05/04/2016 10:15:00,German Buba President Weidmann speech,Germany,2,,,
05/04/2016 12:15:00,ADP Employment Change,United States,2,156.000,200.000,196.000
05/04/2016 12:30:00,Unit Labor Costs,United States,1,4.100,3.300,3.300
05/05/2016 08:00:00,Economic Bulletin,European Monetary Union,2,,,
05/05/2016 09:39:23,10-y Bond Auction,United Kingdom,1,1.660,1.510,
05/05/2016 11:30:00,Challenger Job Cuts (YoY),United States,1,65.141,48.207,
05/05/2016 12:30:00,Initial Jobless Claims,United States,2,274.000,257.000,260.000
05/05/2016 12:30:00,Continuing Jobless Claims,United States,1,2.121,2.130,2.133
05/05/2016 15:30:00,Fed's Bullard speech,United States,1,,,
05/05/2016 23:15:00,FOMC Member Williams speech,United States,1,,,
05/05/2016 23:15:00,Fed's Lockhart speech,United States,1,,,
05/05/2016 23:15:00,Fed's Bullard speech,United States,1,,,
05/06/2016 07:00:00,Foreign Currency Reserves,Switzerland,1,588.000,576.000,
05/06/2016 12:30:00,Average Hourly Earnings (YoY),United States,1,2.500,2.300,
05/06/2016 12:30:00,Nonfarm Payrolls,United States,3,160.000,215.000,200.000
05/06/2016 12:30:00,Average Weekly Hours,United States,2,34.500,34.400,34.500
05/06/2016 12:30:00,Labor Force Participation Rate,United States,2,62.800,63.000,
05/06/2016 12:30:00,Average Hourly Earnings (MoM),United States,1,0.300,0.300,0.300
05/06/2016 12:30:00,Unemployment Rate,United States,3,5.000,5.000,5.000
05/09/2016 09:10:00,Fed's Evans Speech,United States,1,,,
05/09/2016 12:00:00,Eurogroup meeting,European Monetary Union,2,,,
05/09/2016 14:00:00,Labor Market Conditions Index,United States,2,-0.900,-2.100,
05/09/2016 15:30:00,3-Month Bill Auction,United States,1,0.240,0.220,
05/09/2016 15:30:00,6-Month Bill Auction,United States,1,0.380,0.395,
05/10/2016 05:45:00,Unemployment Rate s.a (MoM),Switzerland,2,3.500,3.500,
05/10/2016 06:45:00,Individual Investment (Current Year),France,1,7.000,7.000,
05/10/2016 07:15:00,Fed's William Dudley speech,United States,1,,,
05/10/2016 14:00:00,JOLTS Job Openings,United States,1,5.757,5.445,5.431
05/10/2016 15:30:00,4-Week Bill Auction,United States,1,0.245,0.170,
05/10/2016 17:00:00,3-Year Note Auction,United States,1,0.875,0.890,
05/10/2016 20:00:00,RBNZ Financial Stability Report,New Zealand,2,,,
05/10/2016 21:00:00,RBNZ Governor Wheeler Speech,New Zealand,2,,,
05/11/2016 01:10:00,RBNZ Governor Wheeler Speech,New Zealand,2,,,
05/11/2016 17:00:00,10-Year Note Auction,United States,2,1.710,1.765,
05/12/2016 11:00:00,BoE Asset Purchase Facility,United Kingdom,3,375.000,375.000,375.000
05/12/2016 11:00:00,Monetary Policy Summary,United Kingdom,3,,,
05/12/2016 11:00:00,Bank of England Quarterly Inflation Report,United Kingdom,2,,,
05/12/2016 11:00:00,BOE MPC Vote Unchanged,United Kingdom,3,9.000,9.000,9.000
05/12/2016 11:00:00,BOE MPC Vote Cut,United Kingdom,3,0.000,0.000,0.000
05/12/2016 11:00:00,BOE MPC Vote Hike,United Kingdom,3,0.000,0.000,0.000
05/12/2016 11:00:00,Bank of England Minutes,United Kingdom,3,,,
05/12/2016 11:45:00,BOE's Governor Carney speech,United Kingdom,3,,,
05/12/2016 12:30:00,Continuing Jobless Claims,United States,1,2.161,2.121,2.120
05/12/2016 12:30:00,Initial Jobless Claims,United States,2,294.000,274.000,270.000
05/12/2016 15:45:00,Federal Reserve Bank of Boston President Rosengren Speech,United States,1,,,
05/12/2016 17:00:00,30-Year Bond Auction,United States,1,2.615,2.596,
05/12/2016 17:30:00,Fed's George Speech,United States,1,,,
05/13/2016 06:45:00,Nonfarm Payrolls (QoQ),France,1,0.200,0.200,
05/13/2016 09:00:00,MPC Member Haldane Speech,United Kingdom,1,,,
05/13/2016 12:30:00,MPC Member Weale Speech,United Kingdom,1,,,
05/13/2016 23:00:00,FOMC Member Williams speech,United States,1,,,
05/16/2016 15:30:00,3-Month Bill Auction,United States,1,0.275,0.240,
05/16/2016 15:30:00,6-Month Bill Auction,United States,1,0.370,0.380,
05/17/2016 03:00:00,RBNZ Inflation Expectations (YoY),New Zealand,2,1.600,1.600,
05/17/2016 07:45:00,ECB's Praet Speech,European Monetary Union,1,,,
05/17/2016 10:00:00,German Buba Monthly Report,Germany,1,,,
05/17/2016 14:39:49,GDT Price Index,New Zealand,1,2.600,-1.400,
05/17/2016 15:30:00,4-Week Bill Auction,United States,1,0.240,0.245,
05/17/2016 16:00:00,FOMC Member Williams speech,United States,1,,,
05/17/2016 16:00:00,Fed's Lockhart speech,United States,1,,,
05/18/2016 00:00:00,RBNZ Governor Wheeler Speech,New Zealand,2,,,
05/18/2016 07:00:00,Non-monetary policy's ECB meeting,European Monetary Union,3,,,
05/18/2016 08:30:00,Claimant Count Rate,United Kingdom,1,2.100,2.100,
05/18/2016 08:30:00,ILO Unemployment Rate (3M),United Kingdom,1,5.100,5.100,5.100
05/18/2016 08:30:00,Average Earnings including Bonus (3Mo/Yr),United Kingdom,1,2.000,1.800,1.700
05/18/2016 08:30:00,Average Earnings excluding Bonus (3Mo/Yr),United Kingdom,1,2.100,2.200,2.300
05/18/2016 08:30:00,Claimant Count Change,United Kingdom,1,-2.400,6.700,4.000
05/18/2016 09:30:00,10-y Bond Auction,Germany,2,0.140,0.150,
05/18/2016 18:00:00,FOMC Minutes,United States,3,,,
05/18/2016 19:00:00,MPC Member Haldane Speech,United Kingdom,0,,,
05/19/2016 05:30:00,ILO Unemployment,France,1,10.200,10.300,
05/19/2016 11:30:00,ECB Monetary Policy Meeting Accounts,European Monetary Union,3,,,
05/19/2016 12:30:00,Continuing Jobless Claims,United States,1,2.152,2.161,
05/19/2016 12:30:00,Initial Jobless Claims,United States,2,278.000,294.000,275.000
05/19/2016 13:15:00,Fed's Stanley Fischer speech,United States,2,,,
05/19/2016 14:30:00,Fed's William Dudley speech,United States,1,,,
05/20/2016 00:00:00,G7 Meeting,European Monetary Union,3,,,
05/20/2016 13:00:00,Fed's Tarullo speech,United States,1,,,
05/21/2016 00:00:00,G7 Meeting,European Monetary Union,3,,,
05/23/2016 10:15:00,Fed's Bullard speech,United States,1,,,
05/23/2016 12:00:00,FOMC Member Williams speech,United States,1,,,
05/23/2016 15:30:00,3-Month Bill Auction,United States,1,0.350,0.275,
05/23/2016 15:30:00,6-Month Bill Auction,United States,1,0.480,0.370,
05/23/2016 22:30:00,FOMC Member Harker Speech,United States,1,,,
05/24/2016 07:00:00,ECB's Praet Speech,European Monetary Union,1,,,
05/24/2016 12:00:00,Eurogroup meeting,European Monetary Union,2,,,
05/24/2016 12:00:00,EU Financial Stability Review,European Monetary Union,2,,,
05/24/2016 15:30:00,52-Week Bill auction,United States,1,0.685,0.605,
05/24/2016 15:30:00,4-Week Bill Auction,United States,1,0.265,0.240,
05/24/2016 17:00:00,2-Year Note Auction,United States,1,0.920,0.842,
05/25/2016 10:25:34,30-y Bond Auction,Germany,1,0.880,1.030,
05/25/2016 10:30:00,ECB Vice President Vitor Constancio speech,European Monetary Union,1,,,
05/25/2016 12:00:00,EcoFin Meeting,European Monetary Union,2,,,
05/25/2016 13:00:00,FOMC Member Harker Speech,United States,1,,,
05/25/2016 17:00:00,5-Year Note Auction,United States,1,1.395,1.410,
05/26/2016 00:00:00,G7 Meeting,European Monetary Union,3,,,
05/26/2016 10:10:00,Fed's Bullard speech,United States,1,,,
05/26/2016 12:30:00,Initial Jobless Claims,United States,2,268.000,278.000,275.000
05/26/2016 12:30:00,Continuing Jobless Claims,United States,1,2.163,2.152,2.146
05/26/2016 16:00:00,FOMC Member Powell Speech,United States,1,,,
05/26/2016 17:00:00,7-Year Note Auction,United States,1,1.652,1.634,
05/27/2016 00:00:00,G7 Meeting,European Monetary Union,3,,,
05/27/2016 07:15:00,Employment Level (QoQ),Switzerland,1,4.878,4.897,
05/27/2016 17:15:00,Fed's Yellen Speech,United States,2,,,
05/30/2016 00:20:00,Fed's Bullard speech,United States,1,,,
05/30/2016 09:00:00,5-y Bond Auction,Italy,1,0.400,0.490,
05/30/2016 10:18:32,10-y Bond Auction,Italy,1,1.420,1.510,
05/31/2016 07:55:00,Unemployment Change,Germany,2,-11.000,-16.000,-5.000
05/31/2016 07:55:00,Unemployment Rate s.a.,Germany,2,6.100,6.200,6.200
05/31/2016 08:00:00,Unemployment,Italy,2,11.700,11.400,
05/31/2016 09:00:00,Unemployment Rate,European Monetary Union,2,10.200,10.200,10.200
05/31/2016 15:30:00,4-Week Bill Auction,United States,1,0.265,0.265,
05/31/2016 15:30:00,3-Month Bill Auction,United States,1,0.340,0.350,
05/31/2016 15:30:00,6-Month Bill Auction,United States,1,0.475,0.480,
06/01/2016 15:06:35,GDT Price Index,New Zealand,1,3.400,2.600,
06/01/2016 18:00:00,Fed's Beige Book,United States,2,,,
06/02/2016 00:00:00,OPEC meeting,United States,1,,,
06/02/2016 09:04:26,10-y Bond Auction,France,1,0.490,0.570,
06/02/2016 11:30:00,Challenger Job Cuts (YoY),United States,1,30.157,65.141,
06/02/2016 11:45:00,ECB deposit rate decision,European Monetary Union,3,-0.400,-0.400,-0.400
06/02/2016 12:15:00,ADP Employment Change,United States,2,173.000,156.000,175.000
06/02/2016 12:30:00,Continuing Jobless Claims,United States,1,2.170,2.163,2.150
06/02/2016 12:30:00,Initial Jobless Claims,United States,2,267.000,268.000,270.000
06/02/2016 12:30:00,ECB Monetary policy statement and press conference,European Monetary Union,3,,,
06/02/2016 12:35:00,FOMC Member Powell Speech,United States,1,,,
06/02/2016 13:00:00,BOE's Governor Carney speech,United Kingdom,3,,,
06/03/2016 12:30:00,Average Hourly Earnings (YoY),United States,1,2.500,2.500,
06/03/2016 12:30:00,Nonfarm Payrolls,United States,3,38.000,160.000,164.000
06/03/2016 12:30:00,Unemployment Rate,United States,3,4.700,5.000,4.900
06/03/2016 12:30:00,Average Weekly Hours,United States,1,34.400,34.500,34.500
06/03/2016 12:30:00,Average Hourly Earnings (MoM),United States,1,0.200,0.300,0.200
06/03/2016 12:30:00,Labor Force Participation Rate,United States,2,62.600,62.800,
06/03/2016 16:30:00,FOMC Member Brainard Speech,United States,1,,,
06/06/2016 14:00:00,Labor Market Conditions Index,United States,2,-4.800,-0.900,
06/06/2016 15:30:00,3-Month Bill Auction,United States,1,0.285,0.340,
06/06/2016 15:30:00,6-Month Bill Auction,United States,1,0.430,0.475,
06/06/2016 16:30:00,Fed's Yellen Speech,United States,2,,,
06/07/2016 07:00:00,Foreign Currency Reserves,Switzerland,1,602.000,588.000,
06/07/2016 10:10:55,30-y Bond Auction,United Kingdom,1,2.100,2.350,
06/07/2016 12:30:00,Unit Labor Costs,United States,2,4.500,4.100,4.000
06/07/2016 15:30:00,4-Week Bill Auction,United States,1,0.190,0.265,
06/07/2016 17:00:00,3-Year Note Auction,United States,1,0.930,0.875,
06/08/2016 14:00:00,JOLTS Job Openings,United States,1,5.788,5.757,5.672
06/08/2016 17:00:00,10-Year Note Auction,United States,2,1.702,1.710,
"06/08/2016 21:00:00,""Monetary Policy Statement "",New Zealand,3,,,"
06/08/2016 21:00:00,RBNZ Press Conference,New Zealand,3,,,
06/09/2016 05:30:00,Nonfarm Payrolls (QoQ),France,1,0.300,0.200,0.200
