DateTime,Name,Country,Volatility,Actual,Previous,Consensus
09/22/2016 12:30:00,Initial Jobless Claims,United States,2,252.000,260.000,262.000
09/22/2016 12:30:00,Continuing Jobless Claims,United States,1,2.113,2.143,2.143
09/22/2016 13:00:00,ECB President Draghi's Speech,European Monetary Union,3,,,
09/22/2016 13:30:00,MPC Member Cunliffe Speech,United Kingdom,1,,,
09/22/2016 17:00:00,BOE's Governor Carney speech,United Kingdom,3,,,
09/23/2016 16:00:00,Fed's Lockhart speech,United States,2,,,
09/23/2016 16:00:00,FOMC Member Mester speech,United States,2,,,
09/23/2016 16:00:00,FOMC Member Harker Speech,United States,2,,,
09/24/2016 02:00:00,Daylight Saving Time,New Zealand,0,,,
09/26/2016 00:00:00,OPEC meeting,United States,2,,,
09/26/2016 09:30:00,SNB Chairman Jordan Speech,Switzerland,2,,,
09/26/2016 15:05:00,ECB President Draghi's Speech,European Monetary Union,3,,,
09/26/2016 15:30:00,3-Month Bill Auction,United States,1,0.250,0.305,
09/26/2016 15:30:00,6-Month Bill Auction,United States,1,0.420,0.500,
09/26/2016 15:45:00,Fed's Tarullo speech,United States,1,,,
09/26/2016 16:00:00,ECB's Nowotny Speech,European Monetary Union,1,,,
09/26/2016 17:00:00,2-Year Note Auction,United States,1,0.750,0.760,
09/27/2016 00:00:00,OPEC meeting,United States,2,,,
09/27/2016 15:15:00,Fed's Stanley Fischer speech,United States,2,,,
09/27/2016 15:30:00,4-Week Bill Auction,United States,1,0.160,0.180,
09/28/2016 00:00:00,OPEC meeting,United States,2,,,
09/28/2016 09:00:00,ECB President Draghi's Speech,European Monetary Union,3,,,
09/28/2016 14:00:00,Fed's Yellen testifies,United States,3,,,
09/28/2016 14:10:00,Fed's Bullard speech,United States,2,,,
09/28/2016 17:00:00,7-Year Note Auction,United States,1,1.389,1.423,
09/28/2016 17:30:00,Fed's Evans Speech,United States,1,,,
09/28/2016 20:35:00,FOMC Member Mester speech,United States,1,,,
09/28/2016 23:15:00,Fed's George Speech,United States,1,,,
09/29/2016 07:55:00,Unemployment Rate s.a.,Germany,2,6.100,6.100,6.100
09/29/2016 07:55:00,Unemployment Change,Germany,2,1.000,-7.000,-5.000
09/29/2016 09:00:00,FOMC Member Harker Speech,United States,1,,,
09/29/2016 09:39:57,10-y Bond Auction,Italy,1,1.210,1.140,
09/29/2016 09:40:02,5-y Bond Auction,Italy,1,0.280,0.190,
09/29/2016 12:30:00,Continuing Jobless Claims,United States,1,2.062,2.113,2.130
09/29/2016 12:30:00,Initial Jobless Claims,United States,2,254.000,252.000,260.000
09/29/2016 12:50:00,Fed's Lockhart speech,United States,1,,,
09/29/2016 14:00:00,FOMC Member Powell Speech,United States,1,,,
09/29/2016 20:00:00,Fed's Yellen Speech,United States,3,,,
09/30/2016 08:00:00,Unemployment,Italy,2,11.400,11.400,11.400
09/30/2016 09:00:00,Unemployment Rate,European Monetary Union,2,10.100,10.100,10.000
10/03/2016 15:30:00,3-Month Bill Auction,United States,1,0.310,0.250,
10/03/2016 15:30:00,6-Month Bill Auction,United States,1,0.490,0.420,
10/04/2016 01:30:00,RBNZ Governor Wheeler Speech,New Zealand,1,,,
10/04/2016 14:05:54,GDT Price Index,New Zealand,1,-3.000,1.700,
10/04/2016 15:30:00,4-Week Bill Auction,United States,1,0.260,0.160,
10/05/2016 00:40:00,Fed's Evans Speech,United States,1,,,
10/05/2016 07:00:00,Non-monetary policy's ECB meeting,European Monetary Union,1,,,
10/05/2016 09:48:36,10-y Bond Auction,Germany,2,-0.030,-0.110,
10/05/2016 12:15:00,ADP Employment Change,United States,2,154.000,177.000,166.000
10/06/2016 09:00:00,10-y Bond Auction,France,1,0.280,0.260,
10/06/2016 09:30:00,30-y Bond Auction,United Kingdom,1,1.490,1.530,
10/06/2016 11:30:00,Challenger Job Cuts (YoY),United States,1,44.324,32.188,
10/06/2016 11:30:00,ECB Monetary Policy Meeting Accounts,European Monetary Union,3,,,
10/06/2016 12:30:00,Continuing Jobless Claims,United States,1,2.058,2.062,
10/06/2016 12:30:00,Initial Jobless Claims,United States,2,249.000,254.000,256.000
10/07/2016 00:00:00,IMF Meeting,European Monetary Union,2,,,
10/07/2016 07:00:00,Foreign Currency Reserves,Switzerland,1,628.000,627.000,
10/07/2016 12:30:00,Average Hourly Earnings (YoY),United States,2,2.600,2.400,
10/07/2016 12:30:00,Nonfarm Payrolls,United States,3,156.000,151.000,175.000
10/07/2016 12:30:00,Average Weekly Hours,United States,1,34.400,34.300,34.400
10/07/2016 12:30:00,Labor Force Participation Rate,United States,2,62.900,62.800,
10/07/2016 12:30:00,Average Hourly Earnings (MoM),United States,2,0.200,0.100,0.200
10/07/2016 12:30:00,Unemployment Rate,United States,3,5.000,4.900,4.900
10/07/2016 14:30:00,Fed's Stanley Fischer speech,United States,2,,,
10/07/2016 16:45:00,FOMC Member Mester speech,United States,1,,,
10/07/2016 19:00:00,Fed's George Speech,United States,1,,,
10/07/2016 20:00:00,FOMC Member Brainard Speech,United States,1,,,
10/08/2016 00:00:00,IMF Meeting,European Monetary Union,2,,,
10/09/2016 00:00:00,IMF Meeting,European Monetary Union,2,,,
10/10/2016 05:45:00,Unemployment Rate s.a (MoM),Switzerland,3,3.300,3.400,3.400
10/11/2016 02:00:00,Fed's Evans Speech,United States,1,,,
10/11/2016 03:00:00,RBNZ Assistant Governor McDermott Speech,New Zealand,2,,,
10/11/2016 14:00:00,Labor Market Conditions Index,United States,2,,-0.700,
10/11/2016 15:30:00,52-Week Bill auction,United States,1,,0.630,
10/11/2016 15:30:00,4-Week Bill Auction,United States,1,,0.260,
10/11/2016 15:30:00,3-Month Bill Auction,United States,1,,0.310,
10/11/2016 15:30:00,6-Month Bill Auction,United States,1,,0.490,
